ID_Estudiante,Facultad,Programa,Año_Ingreso,Estado,Promedio,Asistencia,Indicadores_Adicionales
1940,Ciencias Sociales,Trabajo Social,2021,Retirado,8.07,98.62,Beca: Sí; Sin participación registrada
1482,Economía,Contaduría,2021,Retirado,N/A,64.23,Beca: No; Sin participación registrada
183,Humanidades,Historia,2020-2020,Activo,7.02,54.5,Beca: No; Sin participación registrada
1941,Economía,Contaduría,2016,Retirado,6.25,67.65,Beca: No; Sin participación registrada
1161,Salud,Enfermería,2014,Activo,1.99,80.47,Beca: No; Participa en actividades extracurriculares
171,Salud,Enfermería,2011,Activo,6.35,93.52,Beca: No; Participa en actividades extracurriculares
293,Ciencias Sociales,Sociología,2010,Egresado,3.32,58.9,Beca: Sí; Sin participación registrada
562,Humanidades,Literatura,,Activo,2.5,81.26,Beca: No; Sin participación registrada
1457,Salud,Nutrición,2012,Activo,N/A,59.66,Beca: No; Sin participación registrada
1877,Ciencias Sociales,Trabajo Social,2013,Retirado,3.71,67.98,Beca: Sí; Participa en actividades extracurriculares
1652,Humanidades,Filosofía,2015,Egresado,8.21,71.2,Beca: No; Sin participación registrada
850,Ingeniería,Ingeniería Civil,2018,Activo,11.867201828248982,55.02,Beca: No; Sin participación registrada
273,Ciencias Sociales,Sociología,,Retirado,3.95,54.91,Beca: No; Sin participación registrada
1550,Ciencias Sociales,Psicología,2014,Activo,1.81,51.37,Beca: Sí; Sin participación registrada
1035,Ingeniería,Ingeniería de Software,2011,Retirado,8.38,74.72,Beca: No; Sin participación registrada
1744,Economía,,2012,Retirado,6.47,78.92,Beca: Sí; Sin participación registrada
372,Humanidades,Historia,2018,Activo,5.02,77.22,
1670,Economía,Economía,2015,Activo,,83.72,Beca: No; Sin participación registrada
722,,Contaduría,2019,Egresado,6.45,98.33,Beca: No; Sin participación registrada
734,,Sociología,2015,Activo,4.71,68.68,Beca: No; Participa en actividades extracurriculares
778,Salud,Enfermería,2019,Retirado,1.48,76.68,Beca: No; Sin participación registrada
519,,Contaduría,2020,Egresado,6.98,64.41,Beca: No; Participa en actividades extracurriculares
335,,Ingeniería de Software,2013,Retirado,7.19,,Beca: Sí; Sin participación registrada
846,Ciencias Sociales,Trabajo Social,2010,Activo,,71.19,Beca: No; Participa en actividades extracurriculares
1252,Economía,Administración de Empresas,2022,Egresado,,85.51,Beca: Sí; Participa en actividades extracurriculares
1053,Humanidades,Historia,2011,Egresado,4.04,55.97,Beca: No; Participa en actividades extracurriculares
1924,Salud,Medicina,2013,Retirado,4.06,-2.4503604198271365,Beca: No; Sin participación registrada
16,,Medicina,2013,Egresado,3.26,52.54,Beca: No; Sin participación registrada
708,Ingeniería,Ingeniería Civil,2013,Retirado,3.28,71.1,Beca: No; Sin participación registrada
901,Humanidades,Literatura,2021,Retirado,6.11,79.65,Beca: No; Sin participación registrada
1980,Economía,Economía,2014,Retirado,1.88,-3.4340534360082424,Beca: No; Sin participación registrada
1573,Artes,Artes Plásticas,2017,Retirado,5.17,71.75,Beca: Sí; Participa en actividades extracurriculares
904,Salud,Nutrición,2014,Egresado,4.44,95.39,Beca: No; Participa en actividades extracurriculares
466,Ciencias Sociales,Trabajo Social,2020,Retirado,,94.2,Beca: Sí; Participa en actividades extracurriculares
1978,Ingeniería,Ingeniería Civil,2015,Egresado,6.83,106.97208560175928,Beca: Sí; Participa en actividades extracurriculares
200,Economía,Economía,2018,Activo,8.4,90.14,Beca: No; Participa en actividades extracurriculares
1207,Ingeniería,Ingeniería Civil,2014-2020,Activo,1.35,91.54,
1056,Humanidades,Historia,2012,Egresado,2.46,69.54,
1132,Humanidades,Filosofía,2014,Retirado,1.51,94.59,Beca: No; Sin participación registrada
1380,Salud,Enfermería,2022,Retirado,5.71,79.16,Beca: Sí; Participa en actividades extracurriculares
999,Salud,Enfermería,2021,Retirado,2.63,58.52,Beca: No; Participa en actividades extracurriculares
728,Artes,Diseño,2021,Retirado,4.5,69.05,Beca: No; Sin participación registrada
1772,Ingeniería,Ingeniería Civil,2010,Egresado,6.46,89.33,Beca: No; Sin participación registrada
1910,Artes,Diseño,2013,Egresado,9.19,66.13,Beca: No; Sin participación registrada
1822,Salud,Nutrición,2018,Retirado,9.33,69.56,Beca: Sí; Sin participación registrada
568,Economía,Administración de Empresas,2021,Activo,11.533496401071314,63.41,Beca: Sí; Sin participación registrada
44,Salud,Nutrición,2017,Egresado,4.11,,Beca: No; Participa en actividades extracurriculares
275,Salud,Nutrición,2018,,9.49,78.7,Beca: Sí; Participa en actividades extracurriculares
1097,Economía,Contaduría,2015,Egresado,8.64,93.84,Beca: No; Sin participación registrada
102,Humanidades,Literatura,2012,Egresado,6.45,77.46,Beca: No; Sin participación registrada
1232,Artes,Diseño,2011,Retirado,,85.57,Beca: No; Participa en actividades extracurriculares
1722,Humanidades,Literatura,2013,Egresado,6.07,97.16,Beca: Sí; Participa en actividades extracurriculares
1833,Salud,Nutrición,2017,Activo,6.86,99.83,Beca: No; Participa en actividades extracurriculares
108,Ciencias Sociales,Psicología,2020,Egresado,1.55,93.99,Beca: No; Sin participación registrada
1618,Humanidades,Literatura,2018,Retirado,9.83,67.57,Beca: Sí; Participa en actividades extracurriculares
498,Ciencias Sociales,Trabajo Social,2022,Egresado,3.47,81.37,Beca: No; Sin participación registrada
1981,Artes,Artes Plásticas,2010,Retirado,N/A,98.64,
882,Ingeniería,Ingeniería Ambiental,2020,Egresado,,85.96,Beca: No; Participa en actividades extracurriculares
757,Economía,Economía,2022,Activo,6.59,79.32,Beca: No; Sin participación registrada
620,Artes,Música,,Activo,,74.32,Beca: Sí; Sin participación registrada
1107,Ingeniería,Ingeniería Civil,2014,Retirado,6.92,82.7,Beca: Sí; Participa en actividades extracurriculares
1936,Ciencias Sociales,Trabajo Social,2014,Egresado,7.93,62.61,Beca: No; Participa en actividades extracurriculares
810,Ciencias Sociales,Trabajo Social,2019,Egresado,7.75,75.66,Beca: No; Participa en actividades extracurriculares
1038,Ciencias Sociales,Psicología,2014,Activo,4.38,79.86,Beca: Sí; Sin participación registrada
73,Ciencias Sociales,Psicología,2019,Egresado,8.0,70.93,Beca: Sí; Participa en actividades extracurriculares
1284,Ciencias Sociales,Trabajo Social,2010,Egresado,2.68,70.79,Beca: Sí; Sin participación registrada
1272,Ingeniería,Ingeniería de Software,2014,Retirado,5.71,,Beca: No; Sin participación registrada
1335,,Trabajo Social,2016,Activo,9.24,50.67,Beca: No; Participa en actividades extracurriculares
1459,Ingeniería,Ingeniería de Software,2012,actvo,5.74,91.1,Beca: Sí; Participa en actividades extracurriculares
482,Economía,Economía,2011,Activo,8.27,88.44,Beca: Sí; Sin participación registrada
1069,Ingeniería,Ingeniería Civil,2015,Egresado,2.09,71.15,Beca: Sí; Participa en actividades extracurriculares
507,Ingeniería,Ingeniería Ambiental,2011,actvo,2.25,,Beca: No; Participa en actividades extracurriculares
1238,Humanidades,Filosofía,2016,Egresado,6.3,63.93,Beca: No; Participa en actividades extracurriculares
1862,Salud,Nutrición,2017,Activo,9.5,72.19,Beca: Sí; Participa en actividades extracurriculares
1990,Ciencias Sociales,Psicología,2014,Retirdo,6.56,96.81,Beca: No; Participa en actividades extracurriculares
1477,Artes,Música,2022,Retirado,8.91,104.17361991906,Beca: No; Sin participación registrada
1867,Humanidades,Literatura,2011,Activo,9.63,56.29,Beca: No; Sin participación registrada
1456,Salud,Medicina,2010,Retirdo,9.63,83.36,Beca: No; Participa en actividades extracurriculares
312,Ciencias Sociales,Psicología,2012,Activo,6.65,98.48,Beca: No; Participa en actividades extracurriculares
963,Humanidades,Historia,2018,Egresado,4.05,,
406,Ciencias Sociales,Psicología,2019,Egresado,5.15,65.65,Beca: Sí; Sin participación registrada
1331,Ingeniería,Ingeniería Ambiental,2011,Egresado,,71.4,Beca: No; Sin participación registrada
1650,Ingeniería,Ingeniería Ambiental,2013,Egresado,6.93,57.7,
310,Ciencias Sociales,Sociología,2013,Retirado,9.45,97.96,Beca: Sí; Sin participación registrada
227,Ingeniería,Ingeniería de Software,2013,Egresado,8.2,73.65,Beca: Sí; Sin participación registrada
1858,Ciencias Sociales,Trabajo Social,2022,Retirado,6.91,78.18,Beca: No; Sin participación registrada
711,Artes,Artes Plásticas,2017,Activo,7.27,96.25,Beca: No; Participa en actividades extracurriculares
1944,Artes,Diseño,2016,Retirado,6.57,59.92,Beca: Sí; Sin participación registrada
1384,Humanidades,Historia,,Activo,9.2,105.33514988352394,Beca: No; Sin participación registrada
1786,Economía,Economía,2020-2020,Activo,5.03,59.12,Beca: No; Sin participación registrada
149,Artes,Música,2013,Retirado,9.06,87.39,Beca: No; Sin participación registrada
1555,Humanidades,Filosofía,2015,Activo,2.01,87.12,Beca: No; Sin participación registrada
1957,Ciencias Sociales,Psicología,2014,Egresado,3.49,51.69,Beca: No; Sin participación registrada
926,Humanidades,Historia,2014,Egresado,1.33,69.58,Beca: Sí; Participa en actividades extracurriculares
943,Artes,Artes Plásticas,2012,Retirado,10.659195863690764,57.7,Beca: No; Sin participación registrada
837,Ciencias Sociales,Psicología,2010,Egresado,,74.91,Beca: No; Participa en actividades extracurriculares
576,,Música,2013,Activo,2.61,50.53,Beca: No; Sin participación registrada
558,Humanidades,Historia,2020,Retirado,N/A,79.32,Beca: No; Participa en actividades extracurriculares
1236,Economía,Contaduría,,Retirado,7.15,78.51,Beca: No; Participa en actividades extracurriculares
1361,Salud,Nutrición,2021,actvo,2.86,90.91,Beca: Sí; Participa en actividades extracurriculares
1348,Artes,Música,2011,Retirdo,6.73,62.5,Beca: No; Participa en actividades extracurriculares
1162,Ingeniería,Ingeniería de Software,,Activo,7.09,79.22,Beca: No; Sin participación registrada
1443,Ingeniería,Ingeniería Civil,2018,Egresado,N/A,61.57,Beca: No; Participa en actividades extracurriculares
287,Artes,Diseño,2017-2020,Retirado,8.05,80.79,Beca: Sí; Participa en actividades extracurriculares
1605,Economía,,2021,Activo,6.72,74.09,Beca: No; Participa en actividades extracurriculares
1901,Ingeniería,Ingeniería Civil,2010,Retirado,3.32,64.1,Beca: Sí; Sin participación registrada
599,Salud,Medicina,2011,Activo,2.0,93.24,Beca: No; Sin participación registrada
933,Ingeniería,Ingeniería Ambiental,2011,Egresado,7.01,77.22,Beca: Sí; Sin participación registrada
1462,Humanidades,Literatura,2022,Retirado,7.9,,Beca: Sí; Sin participación registrada
1638,Economía,Contaduría,2018,Egresado,7.58,59.81,Beca: Sí; Participa en actividades extracurriculares
1588,Ingeniería,Ingeniería Civil,2015,Egresado,5.67,93.8,Beca: Sí; Participa en actividades extracurriculares
1041,Ingeniería,Ingeniería de Software,2011,Retirado,4.11,-4.00997235032545,Beca: No; Participa en actividades extracurriculares
1231,Ciencias Sociales,Sociología,2011,,5.19,88.42,Beca: Sí; Participa en actividades extracurriculares
807,Artes,Música,2016,Retirado,8.85,82.1,Beca: No; Participa en actividades extracurriculares
905,Economía,Contaduría,,Egresado,6.08,,Beca: Sí; Sin participación registrada
1680,Ingeniería,Ingeniería de Software,,Activo,8.98,,Beca: Sí; Sin participación registrada
1205,Ingeniería,Ingeniería Ambiental,2013,Egresado,1.3,59.73,Beca: Sí; Sin participación registrada
768,Salud,Medicina,,Activo,7.2,73.84,Beca: No; Participa en actividades extracurriculares
610,Salud,Nutrición,2011,Activo,5.71,89.86,Beca: Sí; Sin participación registrada
1993,,Sociología,2016,Retirado,2.86,72.51,Beca: Sí; Participa en actividades extracurriculares
1565,Ingeniería,Ingeniería de Software,2018,Retirado,2.39,71.76,Beca: No; Sin participación registrada
1423,Artes,Artes Plásticas,2015,Egresado,6.29,81.7,Beca: No; Participa en actividades extracurriculares
1011,Ciencias Sociales,Sociología,2010,Activo,3.17,50.52,Beca: No; Sin participación registrada
494,,Enfermería,2017,Egresado,9.23,91.02,Beca: No; Sin participación registrada
1321,Humanidades,Historia,2013,Activo,4.13,92.63,Beca: No; Sin participación registrada
278,Economía,Economía,2015,Activo,4.65,55.35,Beca: No; Participa en actividades extracurriculares
1847,Ciencias Sociales,Sociología,2015,Retirado,4.55,79.67,Beca: Sí; Participa en actividades extracurriculares
359,Ciencias Sociales,Trabajo Social,2013,Egresado,5.96,75.67,
1111,Salud,Enfermería,2012,Egresado,7.12,95.0,Beca: Sí; Participa en actividades extracurriculares
237,Ingeniería,Ingeniería de Software,,Egresado,8.45,88.41,Beca: Sí; Sin participación registrada
552,Economía,Administración de Empresas,2021,Retirado,4.03,66.83,Beca: No; Participa en actividades extracurriculares
1868,Humanidades,Literatura,2021,Egresado ,6.2,59.07,Beca: No; Sin participación registrada
1813,Economía,Contaduría,2021,Activo,5.98,70.26,Beca: No; Participa en actividades extracurriculares
209,Salud,Nutrición,2018,Activo,9.54,,Beca: No; Sin participación registrada
1387,Salud,Medicina,2021,Egresado,3.07,90.72,Beca: No; Sin participación registrada
1561,Economía,Economía,2022,Retirado,7.89,,Beca: No; Sin participación registrada
59,Economía,Contaduría,2016,Egresado,2.37,53.36,Beca: No; Participa en actividades extracurriculares
632,Salud,Nutrición,,Egresado,8.15,50.72,Beca: No; Sin participación registrada
1962,Economía,Administración de Empresas,2018-2020,Egresado,6.46,87.57,Beca: No; Sin participación registrada
1860,Artes,Música,,Activo,6.86,88.2,Beca: No; Sin participación registrada
1817,Salud,Medicina,2020,Activo,8.91,58.68,Beca: No; Participa en actividades extracurriculares
364,Economía,Administración de Empresas,2019,Retirado,8.81,53.04,Beca: Sí; Sin participación registrada
506,Economía,Economía,2018,Retirdo,11.20484002785891,63.73,Beca: No; Sin participación registrada
1166,Artes,Artes Plásticas,2012,Activo,6.78,68.58,Beca: No; Sin participación registrada
1122,Humanidades,Historia,2022,Egresado,7.4,98.22,Beca: No; Sin participación registrada
1630,Artes,Diseño,2010,Egresado,8.8,105.72479359109418,Beca: Sí; Participa en actividades extracurriculares
1217,,Sociología,,Egresado ,8.8,67.9,Beca: No; Sin participación registrada
1152,Economía,Administración de Empresas,2012,Retirado,4.43,57.85,Beca: No; Sin participación registrada
1125,Economía,Contaduría,2021-2020,,7.26,58.32,Beca: No; Participa en actividades extracurriculares
1595,Artes,Diseño,2019,Activo,8.93,81.66,
119,Economía,Economía,2016,Retirado,4.42,64.77,Beca: Sí; Participa en actividades extracurriculares
1250,Artes,Diseño,2015,Egresado,5.91,97.59,Beca: No; Sin participación registrada
1994,Artes,Artes Plásticas,2011,Egresado,1.1,56.76,Beca: Sí; Participa en actividades extracurriculares
523,Salud,Enfermería,2018,Egresado,8.61,83.5,Beca: No; Sin participación registrada
514,Ciencias Sociales,Psicología,2021,Retirado,10.777618238738627,92.63,Beca: No; Participa en actividades extracurriculares
82,Ingeniería,,2017,Egresado,1.69,68.35,Beca: No; Participa en actividades extracurriculares
916,,Trabajo Social,2022,Activo,3.08,70.95,Beca: No; Participa en actividades extracurriculares
1019,Humanidades,,2016-2020,Retirado,8.1,91.96,Beca: No; Sin participación registrada
381,,Ingeniería Ambiental,2013,Retirado,8.26,70.09,Beca: Sí; Sin participación registrada
1030,Salud,Nutrición,2016,actvo,7.01,96.51,Beca: No; Sin participación registrada
1689,Artes,Música,2022,Activo,2.83,83.47,
85,Economía,Administración de Empresas,2011,Egresado,5.05,67.23,Beca: No; Sin participación registrada
1678,Humanidades,Literatura,2016,,3.66,67.75,Beca: Sí; Sin participación registrada
330,Artes,Artes Plásticas,2013,Retirado,4.64,71.24,Beca: No; Sin participación registrada
7,Ciencias Sociales,Trabajo Social,2020,Retirado,2.79,58.08,Beca: No; Sin participación registrada
746,Humanidades,Literatura,2017,Egresado,3.76,90.73,
1554,Salud,Enfermería,2019,Retirado,8.3,67.77,Beca: Sí; Sin participación registrada
915,Ingeniería,Ingeniería Civil,2017,Activo,1.06,66.73,Beca: No; Sin participación registrada
874,Humanidades,Literatura,2019,Egresado,9.68,75.32,Beca: No; Sin participación registrada
452,Economía,Contaduría,2021,Egresado,9.98,84.89,Beca: No; Sin participación registrada
491,Artes,Diseño,,Activo,,68.88,Beca: No; Sin participación registrada
1481,Ciencias Sociales,Sociología,2017,Retirado,8.94,68.27,Beca: No; Sin participación registrada
288,Ciencias Sociales,Psicología,2018,Egresado,9.71,91.09,Beca: No; Sin participación registrada
949,Economía,Administración de Empresas,2022,Activo,6.87,51.42,Beca: No; Sin participación registrada
1986,Ciencias Sociales,Trabajo Social,2016,Egresado,4.32,83.66,Beca: No; Sin participación registrada
1369,Artes,,2014,Egresado,6.92,92.99,Beca: No; Participa en actividades extracurriculares
1147,Humanidades,Historia,2012,Egresado,7.52,56.41,Beca: No; Sin participación registrada
706,Ingeniería,Ingeniería Ambiental,2020,Retirado,7.39,55.85,Beca: No; Sin participación registrada
1727,Humanidades,Historia,2010,Activo,4.39,76.51,Beca: No; Sin participación registrada
1702,Ciencias Sociales,Sociología,,Egresado,8.9,94.36,Beca: Sí; Participa en actividades extracurriculares
1629,Artes,Artes Plásticas,2017,Egresado,7.45,51.18,Beca: No; Sin participación registrada
1600,Artes,Música,2015,Activo,8.04,56.47,Beca: No; Sin participación registrada
1539,Artes,Artes Plásticas,2012,,6.63,99.59,Beca: No; Sin participación registrada
1406,Artes,Diseño,2010,Egresado,4.3,69.92,Beca: No; Sin participación registrada
1651,Ciencias Sociales,Sociología,2020,Egresado,1.56,68.39,Beca: Sí; Sin participación registrada
328,,Trabajo Social,2011,Egresado,1.99,88.11,Beca: No; Sin participación registrada
443,Artes,Artes Plásticas,2012,Retirado,3.69,66.26,Beca: No; Sin participación registrada
775,Ciencias Sociales,Sociología,2013,Egresado,5.05,51.57,Beca: No; Sin participación registrada
1088,Artes,Música,2016-2020,,9.03,52.63,
1221,Salud,Nutrición,2010,Activo,6.27,57.3,Beca: Sí; Sin participación registrada
1636,Artes,Diseño,2011,Retirado,8.95,54.74,Beca: Sí; Participa en actividades extracurriculares
178,Artes,Artes Plásticas,2010,Egresado ,7.96,,Beca: No; Sin participación registrada
1323,Economía,Economía,2014,Retirado,7.0,71.68,
705,Ingeniería,Ingeniería Ambiental,2020,Egresado,8.49,89.94,
87,Salud,,2019,actvo,9.54,63.23,Beca: Sí; Sin participación registrada
1884,,Economía,2022,Egresado,9.4,69.65,Beca: Sí; Participa en actividades extracurriculares
1948,Ciencias Sociales,Psicología,,Retirado,2.3,76.6,Beca: No; Sin participación registrada
458,Artes,Música,2019,Egresado,3.54,71.45,Beca: No; Sin participación registrada
1829,Humanidades,Literatura,2022,Retirado,2.39,58.53,Beca: No; Sin participación registrada
55,Ingeniería,Ingeniería de Software,2020,Activo,4.0,89.35,Beca: Sí; Sin participación registrada
1502,Artes,Diseño,2011,Activo,6.84,52.74,Beca: No; Participa en actividades extracurriculares
644,Ciencias Sociales,Psicología,2010,Retirado,3.37,60.47,Beca: No; Sin participación registrada
678,Humanidades,Historia,2021,Activo,3.4,95.94,Beca: Sí; Sin participación registrada
222,Economía,Economía,2022,Egresado,8.76,62.89,Beca: No; Sin participación registrada
114,,Artes Plásticas,2012,,1.54,96.7,Beca: No; Sin participación registrada
983,Economía,Economía,2012,Activo,5.51,83.66,Beca: No; Participa en actividades extracurriculares
1229,Humanidades,Historia,2010,Retirado,,62.18,Beca: No; Participa en actividades extracurriculares
1000,Ingeniería,Ingeniería de Software,2010,Retirado,5.03,73.58,Beca: No; Sin participación registrada
175,Economía,Administración de Empresas,2010,Retirado,4.09,84.32,Beca: No; Sin participación registrada
782,Salud,Nutrición,2014,Activo,2.33,,Beca: Sí; Sin participación registrada
590,,Economía,2020,Activo,1.74,55.07,Beca: No; Sin participación registrada
1560,Economía,Contaduría,2011,Activo,9.4,69.09,Beca: No; Sin participación registrada
19,Economía,Administración de Empresas,2022,Activo,,53.47,Beca: No; Participa en actividades extracurriculares
424,Ciencias Sociales,Sociología,2018-2020,,9.33,98.52,Beca: No; Sin participación registrada
1344,Ingeniería,Ingeniería Ambiental,2013,Retirado,8.35,57.85,Beca: No; Sin participación registrada
286,Economía,Administración de Empresas,2017,Egresado,9.65,64.46,Beca: Sí; Sin participación registrada
1584,Economía,Economía,2010,Activo,6.14,83.65,Beca: Sí; Sin participación registrada
429,,Psicología,2016,Retirado,,54.29,Beca: Sí; Participa en actividades extracurriculares
1510,,Literatura,2018,Activo,5.09,82.54,Beca: No; Sin participación registrada
1319,Artes,Artes Plásticas,2022,Egresado,6.88,64.7,Beca: No; Sin participación registrada
670,Artes,Diseño,2017,Egresado,3.76,73.51,Beca: No; Sin participación registrada
32,Artes,Diseño,2013,Activo,5.06,78.49,Beca: No; Participa en actividades extracurriculares
941,Salud,Enfermería,2012-2020,Egresado,2.09,57.92,Beca: No; Participa en actividades extracurriculares
723,Salud,Enfermería,2010,Retirado,6.36,69.34,Beca: Sí; Participa en actividades extracurriculares
995,Ingeniería,Ingeniería Civil,2014,,6.36,106.98738637631011,Beca: No; Sin participación registrada
215,Ciencias Sociales,Trabajo Social,2010,Retirado,5.7,52.17,Beca: No; Participa en actividades extracurriculares
814,Artes,Diseño,2020,Retirado,,53.05,Beca: No; Sin participación registrada
327,Ingeniería,Ingeniería de Software,2013,Activo,5.83,54.93,Beca: Sí; Sin participación registrada
561,Artes,Artes Plásticas,2017,Egresado,7.18,102.93595556175929,Beca: Sí; Sin participación registrada
1113,Humanidades,Historia,2021,Egresado,7.29,75.06,Beca: Sí; Sin participación registrada
701,Artes,Artes Plásticas,2017,Activo,3.11,78.99,
1579,Artes,Música,,Activo,2.84,72.6,Beca: No; Sin participación registrada
1190,Economía,Contaduría,2020,Activo,5.94,54.87,Beca: No; Sin participación registrada
342,Artes,Diseño,2018,Activo,2.1,66.46,Beca: No; Participa en actividades extracurriculares
630,Ciencias Sociales,Trabajo Social,2010,Egresado,3.31,77.0,Beca: No; Sin participación registrada
148,Salud,Medicina,2016,Retirdo,8.56,97.55,Beca: Sí; Sin participación registrada
1310,Humanidades,Historia,2014,Retirado,2.66,93.91,Beca: No; Sin participación registrada
361,Ingeniería,Ingeniería Ambiental,2010,Activo,5.29,93.44,Beca: No; Sin participación registrada
84,Artes,Diseño,2015,Activo,8.13,74.7,Beca: No; Sin participación registrada
49,Economía,,2016,Retirado,7.29,-2.5296619465644037,Beca: No; Sin participación registrada
469,Ingeniería,,2020,Activo,2.24,50.59,Beca: Sí; Participa en actividades extracurriculares
156,Artes,Artes Plásticas,,Egresado,8.55,58.81,Beca: No; Sin participación registrada
773,Salud,Enfermería,2011,Activo,1.84,79.92,Beca: No; Sin participación registrada
1240,Humanidades,Historia,2019,Egresado,6.91,59.3,
1201,Salud,Nutrición,2017,Activo,11.70960458600766,52.95,Beca: No; Sin participación registrada
1403,Salud,,2020,Retirado,7.11,-3.501039569744278,Beca: Sí; Sin participación registrada
1203,Artes,Música,2016,Activo,5.14,79.25,Beca: No; Sin participación registrada
1631,Artes,Diseño,2014-2020,Activo,5.13,,Beca: Sí; Participa en actividades extracurriculares
501,Ciencias Sociales,Psicología,2013,Egresado,6.87,90.45,Beca: No; Sin participación registrada
1765,Ingeniería,Ingeniería de Software,2010,Retirado,8.65,71.79,Beca: No; Participa en actividades extracurriculares
180,Artes,,2017,Activo,9.16,50.96,Beca: Sí; Sin participación registrada
1048,Artes,,2020,Activo,7.39,59.78,Beca: No; Sin participación registrada
1756,Economía,Contaduría,2012,Activo,9.54,97.64,Beca: No; Sin participación registrada
951,Ingeniería,Ingeniería Ambiental,2016,Egresado,5.1,74.0,Beca: No; Participa en actividades extracurriculares
1317,Ciencias Sociales,Psicología,2011,Retirado,9.18,93.0,Beca: No; Sin participación registrada
1620,Salud,Medicina,2013,Egresado,7.2,74.83,Beca: No; Sin participación registrada
529,Economía,Administración de Empresas,2019,Retirado,,62.96,Beca: No; Sin participación registrada
347,Ciencias Sociales,Trabajo Social,2022,Activo,7.17,65.97,Beca: No; Sin participación registrada
1388,Salud,Medicina,2017,Egresado,2.06,,Beca: No; Sin participación registrada
1961,Humanidades,Historia,2012,Egresado,N/A,56.53,Beca: No; Sin participación registrada
1051,Ingeniería,Ingeniería de Software,2019,Retirado,9.21,-9.194810991970527,Beca: Sí; Sin participación registrada
1973,Ingeniería,Ingeniería Ambiental,2013,Activo,2.65,76.03,Beca: No; Sin participación registrada
1442,Salud,Nutrición,2015,,7.09,65.19,Beca: No; Sin participación registrada
602,Ingeniería,Ingeniería de Software,2022,Retirado,2.74,,Beca: No; Participa en actividades extracurriculares
1282,Ciencias Sociales,Trabajo Social,2010,Activo,2.66,63.21,Beca: No; Sin participación registrada
244,Economía,Administración de Empresas,2010,Egresado,7.61,53.9,Beca: Sí; Sin participación registrada
1337,Humanidades,Filosofía,2011,Retirado,,107.5976989139017,Beca: No; Sin participación registrada
1068,Ciencias Sociales,Psicología,2019,Activo,8.03,92.25,Beca: No; Sin participación registrada
488,Ingeniería,Ingeniería Ambiental,2015,Retirado,5.57,79.65,Beca: Sí; Sin participación registrada
313,Artes,Música,2015,Egresado,6.99,77.42,Beca: No; Sin participación registrada
436,,Ingeniería Civil,2021,Activo,2.04,92.67,Beca: No; Sin participación registrada
1899,Humanidades,Filosofía,2015,Egresado,3.61,52.57,Beca: No; Participa en actividades extracurriculares
1329,Ingeniería,Ingeniería de Software,,Retirado,8.74,93.41,Beca: No; Sin participación registrada
309,Salud,Nutrición,2022,Retirado,7.62,97.27,Beca: No; Sin participación registrada
431,Humanidades,Filosofía,2010,Retirado,8.52,51.28,Beca: Sí; Sin participación registrada
661,Humanidades,Historia,2020,Egresado,9.88,68.59,Beca: No; Participa en actividades extracurriculares
371,Economía,Economía,2016,Retirado,2.36,98.89,Beca: No; Sin participación registrada
567,Economía,Administración de Empresas,2011,Egresado,6.67,78.04,Beca: Sí; Sin participación registrada
980,Humanidades,Literatura,2018,Retirado,7.3,73.55,Beca: No; Participa en actividades extracurriculares
182,Artes,Artes Plásticas,2011,Retirado,,59.93,Beca: Sí; Participa en actividades extracurriculares
1363,Humanidades,Historia,2013,Retirado,11.757758023452002,71.93,Beca: Sí; Sin participación registrada
622,Economía,Contaduría,2015,Retirado,,86.97,Beca: No; Sin participación registrada
819,Salud,Medicina,2020,Egresado,5.43,92.85,Beca: No; Sin participación registrada
1193,Artes,Diseño,,Egresado,N/A,79.36,Beca: Sí; Participa en actividades extracurriculares
953,Salud,Medicina,,Retirado,4.22,69.01,Beca: No; Participa en actividades extracurriculares
1422,Ciencias Sociales,Sociología,2017,,5.85,90.95,Beca: Sí; Participa en actividades extracurriculares
1841,Artes,,2015,Egresado,3.64,62.57,Beca: No; Participa en actividades extracurriculares
923,Artes,,2022,Egresado,4.2,54.8,Beca: No; Participa en actividades extracurriculares
1074,Economía,Economía,2016,Egresado,3.98,,Beca: No; Participa en actividades extracurriculares
297,Salud,Nutrición,2018,Egresado,1.15,66.89,Beca: No; Sin participación registrada
967,Artes,Artes Plásticas,2017,Retirado,8.42,81.11,Beca: No; Sin participación registrada
462,Ingeniería,Ingeniería Civil,2019,Retirado,8.96,59.65,Beca: No; Participa en actividades extracurriculares
1303,Humanidades,Literatura,2011,,N/A,54.1,Beca: No; Participa en actividades extracurriculares
1177,Humanidades,Historia,2013,Egresado,4.85,51.08,Beca: No; Sin participación registrada
378,Economía,Economía,2012,Egresado,11.841379392577306,90.96,Beca: No; Participa en actividades extracurriculares
799,Salud,Nutrición,2022,Retirado,1.14,99.59,Beca: No; Participa en actividades extracurriculares
1103,Salud,Medicina,2019,Activo,,66.14,Beca: No; Participa en actividades extracurriculares
106,Ingeniería,,2021,Retirado,3.07,57.76,Beca: Sí; Sin participación registrada
127,Economía,Administración de Empresas,2017,Egresado,3.7,55.75,Beca: No; Sin participación registrada
1996,Humanidades,Historia,2010,Egresado,6.88,65.55,Beca: No; Sin participación registrada
839,Humanidades,Filosofía,2021,Retirado,1.34,105.40050886168494,Beca: No; Sin participación registrada
